NUMBER,OUTTLET_ID,OUTLET_NAME,REG_CODE,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,KABUPATEN,KECAMATAN,KELURAHAN,COVERAGE_STATUS,OWNER_NAME,OUTLET_TYPE,TYPE_KAWASAN,TIPE_BANGUNAN,POSISI,UNIT_DISPLAY,TIPE_SHOPBLIND
86,LP065603086,JAMSARI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,JAMSARI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
87,LP065603087,KAILA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALE REJO,Coverage,KAILA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
88,LP065603088,KANA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,KANA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
89,LP065603089,LIS,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,LIS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
90,LP065603090,LUCKY MART,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,LUCKY MART,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
91,LP065603091,LUTHFI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,LUTHFI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,PERTIGAAN,KOMPETITOR & OUTLET,BIG
92,LP065603092,MAR,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,MAR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
93,LP065603093,MUJILAH,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,MUJILAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
94,LP065603094,NAURA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,NAURA,ROMBONG,REST AREA/SPBU [RST],Tidak Permanen,SEJAJAR JALAN,OUTLET,SMALL
95,LP065603095,PINKAN,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,SRI REZEKI,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,SMALL
96,LP065603096,PUJI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,PUJI,TOKO,NON-KAWASAN [NKW],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
97,LP065603097,RIFAI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALE REJO,Coverage,RIFA''''I,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
98,LP065603098,SIHOMBING,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,SIHOMBING,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
99,LP065603099,SITI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,SITI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
100,LP065603100,SRI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,SRI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,TUSUK SATE,OUTLET,MEDIUM
101,LP065603101,TITIK,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALE REJO,Coverage,TITIK,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
102,LP065603102,TRISNA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,TRISNA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
103,LP065603103,TULUS,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,TULUS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
104,LP065603104,YANTO,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,YANTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
105,LP065604105,A4 CELL,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,ALL CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,PERUSAHAAN & OUTLET,BIG
106,LP065604106,ADNAN,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,ADNAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
107,LP065604107,ALVIAN,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,ALVIAN,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
108,LP065604108,ALWIJAYA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,ALWIJAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
109,LP065604109,ANI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SELO REJO,Coverage,ANI,TOKO BESAR,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
110,LP065604110,ANISA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,ANISA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
111,LP065604111,ANJAR,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,ANJAR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
112,LP065604112,ARMEN,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,SEKAMPUNG,SIDODADI,Coverage,ARMEN,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
113,LP065604113,ARYA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,ARYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
114,LP065604114,EKA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALAI KENCONO,Coverage,EKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
115,LP065604115,EKO,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,EKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
116,LP065604116,EVI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,EVI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
117,LP065604117,GEMBUK,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,GEMBUK,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
118,LP065604118,GIRAN,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,GIRAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
119,LP065604119,HIDAYAH,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,HIDAYAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
120,LP065604120,INDRI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,INDRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
121,LP065604121,LESTARI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,LESTARI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
122,LP065604122,MISKUN,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,MISKUN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
123,LP065604123,MUNA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SELO REJO,Coverage,MUNA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
124,LP065604124,NIKEN MART,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,NIKEN MART,MINIMARKET,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
125,LP065604125,NOVAL,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,NOVAL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
126,LP065604126,NOVI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,NOVI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
127,LP065604127,NURMAN,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,NURMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
128,LP065604128,OVI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,OVI,TOKO,NON-KAWASAN [NKW],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
129,LP065604129,PAINI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,FAJAR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
130,LP065604130,RENDRA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,RENDRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,SMALL
131,LP065604131,RINA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,RINA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
132,LP065604132,RINI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,RINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
133,LP065604133,RISKI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALAI KENCONO,Coverage,RISKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
134,LP065604134,SHAKILA,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SELO REJO,Coverage,SHAKILA,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
135,LP065604135,TUKINI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,TUKINI,TOKO,PEMUKIMAN [PMK],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
136,LP065604136,WARMI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALAI KENCONO,Coverage,WARMI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
137,LP065604137,YATI,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,YATI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,PERTIGAAN,OUTLET,BIG
138,LP065604138,YONO,LPG,6,56,4,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI MAS,Coverage,YONO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
139,LP065605139,ADIN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,ADIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,PERUSAHAAN & KOMPETITOR,SMALL
140,LP065605140,AFIF,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,AFIF,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
141,LP065605141,AMIN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,AMIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
142,LP065605142,AMINAH,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,TELOGO REJO,Coverage,AMINAH,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
143,LP065605143,ANDI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,ANDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
144,LP065605144,ANI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,TELOGO REJO,Coverage,ANI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
145,LP065605145,ANITA,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,ROHMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
146,LP065605146,ASIH,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,ASIH,TOKO,NON-KAWASAN [NKW],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
147,LP065605147,CICI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,CICI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
148,LP065605148,DUA PUTRA,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,DUA PUTRA,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
149,LP065605149,EKO/IMAM,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,EKO/IMAM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
150,LP065605150,EMI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,EMI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
151,LP065605151,EVAN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,EVAN,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
152,LP065605152,FARREL,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,TELOGO REJO,Coverage,FARREL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
153,LP065605153,GILANG,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,GILANG,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
154,LP065605154,GOPAN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,GOPAN,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,BELUM ADA,BIG
155,LP065605155,JARNI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,JARNI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
156,LP065605156,KESSI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,KESSI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
157,LP065605157,KRISNA,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,YUS,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
158,LP065605158,MIKO,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,TELOGO REJO,Coverage,MIKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
159,LP065605159,NITA,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,NITA,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
160,LP065605160,PURHADI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,PURHADI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
161,LP065605161,PUTRA,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,PUTRA,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
162,LP065605162,RIZKY,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,RIZKY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
163,LP065605163,SHANDY,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,SHANDY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
164,LP065605164,SUKIR,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,SUKIR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
165,LP065605165,SUMIJO,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,SUMIJO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
166,LP065605166,SUSI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,SUSI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
167,LP065605167,TINA,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,TINA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
168,LP065605168,TUKIMAN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,TUKIMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
169,LP065605169,UMI,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,UMI,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,SMALL
170,LP065605170,YATUN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,WOKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
171,LP065605171,YULIANTO,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,TELOGO REJO,Coverage,YULIANTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
172,LP065605172,YUS,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,YUS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
173,LP065605173,YUSMAN,LPG,6,56,5,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,YUSMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
174,LP065606174,AFIF,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,AFIF,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
175,LP065606175,ANJAS JAYA,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,ADI WARNO,Coverage,ANJAS JAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
176,LP065606176,BINSEN,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,BINSEN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
177,LP065606177,BOINEM,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,ADI WARNO,Coverage,BOINEM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
178,LP065606178,DEVI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,SUMBER REJO,Coverage,DEVI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
179,LP065606179,DWI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,ADI WARNO,Coverage,DWI,TOKO,PEMUKIMAN [PMK],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
180,LP065606180,EGI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,EGI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
181,LP065606181,ERNA,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,ADI WARNO,Coverage,ERNA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
182,LP065606182,JARNI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,JARNI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
183,LP065606183,MARIAM,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,MARIAM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
184,LP065606184,MARWIYAH,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,NAMPI REJO,Coverage,MARWIYAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
185,LP065606185,PUTRI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,ADI WARNO,Coverage,PUTRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
186,LP065606186,TONI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,TONI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
187,LP065606187,YAFI,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,YAFI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
188,LP065606188,YONO,LPG,6,56,6,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,REJO AGUNG,Coverage,YONO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
1,LP065701001,Adi,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,Adi,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
2,LP065701002,ADIT,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,ADIT,ROMBONG,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
3,LP065701003,ASHARI,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,As Ngari,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
4,LP065701004,DAFFA,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,DAFA CELL,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,KOMPETITOR & OUTLET,BIG
5,LP065701005,Desi,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,Desi,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
6,LP065701006,DIAZ,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,DIAZ,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
7,LP065701007,DINA,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,DINA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
8,LP065701008,Edi,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,Edi,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
9,LP065701009,ELI,LPG,6,57,1,SPV006,TMC057,METRO,METRO PUSAT,METRO,Coverage,ELI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
